,Unnamed: 0,work,subjects,people,times,places
2412,2412,OL14854127W,"['Hale-Bopp comet', 'Overweight women', 'Self-realization in fiction', 'Hospital patients in fiction', 'Loneliness', 'Fiction', 'Self-realization', 'Overweight women in fiction', 'Hospital patients', 'Hale-Bopp comet in fiction', 'Loneliness in fiction', 'Mothers and sons', 'Solitude', 'Romans, nouvelles', 'Femmes obèses', 'Hospitalises', 'Realisation de soi', 'Single women', 'Canadian literature', 'Canadian fiction', 'Canadian Love Stories', 'Fiction, psychological']",,,
2413,2413,OL865560W,"['German language', 'Readers', 'Fiction, general', 'Fiction, mystery & detective, general', 'Man-woman relationships', 'Fiction', 'Travel', 'Fathers and daughters', 'Relations entre hommes et femmes', 'Romans, nouvelles', 'Voyage', 'Pères et filles']",,,
2414,2414,OL17942508W,,['Max Frisch (1911-1991)'],,
2415,2415,OL865472W,,,,
2416,2416,OL4489219W,"['Philosophy', 'Collected works', 'Sartre, jean paul, 1905-1980']",,,
2417,2417,OL1161325W,"['Existential psychology', 'Existentialism', 'Ontology', 'Phénoménologie', 'Ontologie', 'Existentialisme', 'Philosophy', 'Psychologie existentielle']",,,
2418,2418,OL1161317W,"['World War, 1939-1945', 'Fiction', 'Philosophical literature', 'Continental european fiction (fictional works by one author)', 'Paris (france), fiction', 'World war, 1939-1945, fiction']",,,['France']
2419,2419,OL3109137W,"['Fiction', 'Belletristische Darstellung']",['John Franklin Sir (1786-1847)'],,
2420,2420,OL90398W,"['Fiction', 'Teenage boys', 'Adolescence', 'High school students', 'Coming of age', 'Parent and child', 'Youth, conduct of life']",,,
2421,2421,OL2377656W,"['Physician and patient', 'Punk rock musicians', 'Mothers', 'Girls', 'Family violence', 'Brain-damaged children', 'Mental health', 'Mental illness', 'Family relationships', 'Mothers and daughters', 'Biography', 'Women, united states, biography']","['Deborah Spungen', 'Nancy Spungen']",,['United States']
2422,2422,OL1481624W,"['Drama', 'Motion picture plays', 'Sid and Nancy (Motion picture)']","['Nancy Spungen', 'Sid Vicious']",,
2423,2423,OL16996235W,"['Photographs', 'Iwo Jima, Battle of, Japan, 1945', 'United States. Marine Corps', 'United States', 'Marines', 'Biography', 'History', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'United states, marine corps, biography', 'Iwo jima, battle of, japan, 1945', 'World war, 1939-1945, photography']",,,
2424,2424,OL5799329W,"['Photographs', 'United States', 'Iwo Jima, Battle of, 1945', 'Iwo Jima, Battle of, Japan, 1945', 'United States. Marine Corps', 'Photography', 'Campaigns', 'Nonfiction', 'World War, 1939-1945', 'Marines', 'Pictorial works', 'Juvenile literature', 'Biography', 'History', 'Iwo Jima, Battle of (Japan : 1945) fast (OCoLC)fst00980908', 'World War (1939-1945) fast (OCoLC)fst01180924', 'Large type books', 'United states, marine corps, juvenile literature', 'World war, 1939-1945, juvenile literature', 'Iwo jima, battle of, japan, 1945', 'United states, marine corps, biography', 'World war, 1939-1945, pictorial works', 'Schlacht', 'Erlebnisbericht', 'World war, 1939-1945, photography']","['Joe Rosenthal (1911-)', 'Joe Rosenthal (1911-2006)', 'John Henry Bradley (1923-1994)']",['20th century'],['United States']
2425,2425,OL1916914W,"['Apartment dwellers', 'Interpersonal relations', 'Suicide', 'Fiction', 'Suicidal behavior', 'Fiction, general', 'Fiction, psychological', 'Hochhaus', 'Selbstmordgefährdeter', 'Gruppe', 'Lebenssinn', 'New York Times reviewed', 'London (england), fiction']",,,
2426,2426,OL28980W,"['Fiction', 'Clock and watch makers', 'Storytellers', 'Supernatural', 'Horror stories', 'Supernatural, fiction', ""Children's fiction"", 'Paranormal fiction', 'Juvenile fiction', 'Clocks and watches, fiction', 'Storytelling, fiction']",,,
2427,2427,OL1730836W,"['History', 'Biography', 'Queens', 'Kings and rulers', 'Mary Stuart,', 'Reines', 'Biographies', 'Histoire', 'Mary, queen of scots, 1542-1587', 'Scotland, history', 'Great britain, history, elizabeth, 1558-1603', 'Kings, queens, rulers']",['Mary Queen of Scots (1542-1587)'],"['Mary Stuart, 1542-1567', 'Elizabeth, 1558-1603', 'James VI, 1567-1625']","['Scotland', 'Great Britain']"
2428,2428,OL497243W,"['History', 'Death and burial', 'Murder', 'Marriage', 'Queens', 'Biography', 'Mord', 'Henry Stuart, Lord, 1545-1567', 'Moorden', 'Henry Stuart Darnley']","['Henry Stuart Darnley Lord (1545-1567)', 'Mary Queen of Scots (1542-1587)']","['Mary Stuart, 1542-1567', '16th century']",['Scotland']
2429,2429,OL7807086W,"['Biography', 'Guidebooks', 'Historic sites', 'History', 'Homes and haunts', 'Queens']",['Mary Queen of Scots (1542-1587)'],"['Mary Stuart, 1542-1567']","['England', 'France', 'Scotland']"
2430,2430,OL2250795W,"['Fantasy', 'Fiction', 'Epic', 'English Fantasy fiction', 'Otherland (Imaginary place)', 'Fantasy fiction', 'Fiction, fantasy, general', 'Otherland (imaginary place), fiction', 'Fiction, fantasy, epic', 'American literature']",,,
2431,2431,OL121830W,"['Diaries', 'Juvenile fiction', 'Kings, queens, rulers', 'Fiction', 'History', ""Children's fiction"", 'Mary, queen of scots, 1542-1587, fiction', 'Kings, queens, rulers, etc., fiction', 'Diaries, fiction', 'France, history, fiction']",['Mary Queen of Scots (1542-1587)'],"['Henry II, 1547-1559']",['France']
2432,2432,OL2250816W,"['Fantasy', 'Fiction', 'Otherland (Imaginary place)', 'Fiction, fantasy, epic', 'Otherland (imaginary place), fiction', 'Fiction, fantasy, general']",,,
2433,2433,OL4239136W,"['Queens', 'Biography', 'History', 'Mary, queen of scots, 1542-1587', 'Scotland, biography', 'Scotland, kings and rulers', 'Scotland, history', 'Queens, great britain']",['Mary Queen of Scots (1542-1587)'],"['Francis II, 1559-1560', 'Mary Stuart, 1542-1567']","['France', 'Scotland']"
2434,2434,OL15839312W,"['History', 'Biography', 'Queens', 'Mary, queen of scots, 1542-1587', 'Scotland, biography', 'Scotland, history', 'Great britain, history, elizabeth, 1558-1603']","['Mary Queen of Scots (1542-1587)', 'Königin Maria (Schottland (1542-1587)']","['Mary Stuart, 1542-1567', 'Elizabeth, 1558-1603']","['Great Britain', 'Scotland']"
2435,2435,OL1866596W,"['Queens', 'History', 'Fiction', 'Great britain, fiction', 'Fiction, historical', 'Large type books', 'Fiction, historical, general']","['Catharine Parr Queen, consort of Henry VIII, King of England (1512-1548)']","['Henry VIII, 1509-1547']",['Great Britain']
2436,2436,OL497240W,"['Biography', 'Family', 'Kings and rulers', 'Queens', 'History', 'Great Britain', 'Mary I, Queen of England, 1516-1558', 'Edward VI, King of England, 1537-1553', 'I, Queen of England, 1516-1558', 'VI, King of England, 1537-1553', 'Tudors, 1485-1603', 'Edward', 'Henry', 'Mary', 'Families', 'Elizabeth', 'Grey, Jane, Lady, 1537-1554', 'I, Queen of England, 1533-1603', 'Familie', 'VIII, King of England, 1491-1547', 'Henry viii, king of england, 1491-1547', 'Edward vi, king of england, 1537-1553', 'Mary i, queen of england, 1516-1558', 'Great britain, history, tudors, 1485-1603', 'Elizabeth i, queen of england, 1533-1603', 'Great britain, kings and rulers', 'Queens, great britain', 'Grey, jane, lady, 1537-1554']","['Elizabeth I Queen of England (1533-1603)', 'Jane Grey Lady (1537-1554)', 'Edward VI King of England (1537-1553)', 'Mary I Queen of England (1516-1558)', 'Henry VIII King of England (1491-1547)', 'King of England, 1491-1547 Henry VIII', 'Jane, Lady, 1537-1554 Grey']","['Tudors, 1485-1603']",['Great Britain']
2437,2437,OL5847400W,"['Death and burial', 'Kings and rulers', 'Christian Heresies', 'Conspiracies', 'Treason', 'Court and courtiers', 'Biography', 'History', 'Christian heresies', 'Henry viii, king of england, 1491-1547']",['Henry VIII King of England (1491-1547)'],"['16th century', 'Henry VIII, 1509-1547']",['Great Britain']
2438,2438,OL4985223W,"['historical fiction', 'Kings and rulers', 'Fools and jesters', 'Fiction', 'Fiction, historical', 'Fiction, general', 'Fiction, historical, general', 'History']","['Henry VIII (1491-1547)', 'Will Somers', 'Edward VI (1547-1553)', 'Mary I (1516-1558)', 'Elizabeth I (1533-1603)', 'Catherine of Aragon (1485-1536)', 'Anne Boleyn (1507-1536)', 'Jane Seymour (1509-1537)', 'Anne of Cleves (1515-1557)', 'Catherine Howard ( -1542)', 'Catharine Parr (1512-1548)']",,['England']
2439,2439,OL361246W,"['Drama', 'Kings and rulers', 'History', 'English drama', 'Fiction', 'Théâtre', 'British and irish drama (dramatic works by one author)', 'Shakespeare, william, 1564-1616, king henry viii', 'Henry viii, king of england, 1491-1547, drama', 'English literature', 'English, Irish, Scottish, Welsh', 'Great britain, history', 'Great britain, kings and rulers', 'Henry viii, king of england, 1491-1547']","['Henry VIII King of England (1491-1547)', 'Thomas Wolsey (1475?-1530)', 'Joseph Ashbury']","['Henry VIII, 1509-1547']",['Great Britain']
2440,2440,OL4985229W,"['Fiction, historical', 'Egypt, fiction', 'Fiction', 'Social life and customs', 'Manners and customs', 'Fiction, historical, general']","['Cleopatra', 'Julius Caesar', 'Marc Antony']",,"['Egypt', 'Rome']"
2441,2441,OL1903685W,"['Folklore', 'Knights and knighthood', 'Legends', 'Dragons', 'Juvenile fiction', 'Juvenile literature', 'Caldecott Medal', ""Children's fiction"", 'Fantasy fiction', 'Monsters, fiction', 'collectionID:caldecott80', 'Fiction']",['George Saint (d. 303)'],,['England']
2442,2442,OL5735110W,"['Biography', 'Motion picture actors and actresses', 'Motion picture actors and actresses, united states']",['Gene Wilder (1935-)'],,['United States']
2443,2443,OL2625491W,,,,
2444,2444,OL262554W,"['Action & Adventure Fiction', 'Adventure stories', 'air guns', 'Americans', 'amorality', 'ancestors', 'Andamanese', 'Anglo-Saxons', 'anise', 'anonymity', 'aortic aneurysm', 'Apaces', 'aristocracy', 'arrow poisons', 'asphyxiation', 'attempted murder', 'banks', 'baritsu', 'barques', 'Battle of Maiwand', 'beryls', 'blackmail', 'bloguns', 'brain fever', 'brandy', 'brokers', 'broughams', 'burglary', 'bushrangers', 'butlers', 'cabinet cards', 'carbuncles', 'cattle', 'cavaliers', ""Children's stories"", 'Christmas dinners', 'churches', 'Classic fiction', 'Classic Literature', 'Classics', 'clerks', 'coal tar', 'coffee', 'commissionaires', 'Confederate States Army', 'constables', 'consumption', 'convict', 'convicts', 'coronets', 'cottages', 'counterfeit money', 'crime', 'crime & mystery fiction', 'crime bosses', 'crime scenes', 'crocodiles', 'darkrooms', 'deformities', 'defrocking', 'Detective and mystery fiction', 'Detective and mystery stories', 'detective fiction', 'detectives in literature', 'dogs', 'domestic violence', 'Egyptian cigarettes', 'electric blue', 'elms', 'Encyclopædia Britannica', 'English', ""English children's stories"", 'English Detective and mystery stories', 'English Mastiffs', 'English Short stories', 'extortion', 'fiction', 'Fiction Classics', 'fingerprints', 'footprints', 'forges', 'frequency analysis', ""Fuller's earth"", 'gemstones', 'gold', 'governesses', 'half-pennies', 'handwriting', 'hanging', 'hemoglobin', 'historical fiction', 'History', 'Honourable Society of the Inner Temple', 'horse gaits', 'horse racing', 'horseshoes', 'hurdling', 'hydraulic presses', 'Indian Rebellion of 1857', 'Intestacy', 'jewellery', 'Justices of the Peace', 'Juvenile fiction', 'Juvenile literature', 'kidnapping', 'Ku Klux Klan', 'lascars', 'launches', 'lecturers', 'Literary Fiction', 'locked-room mysteries', 'long jumpers', 'maids', 'maps', 'meres', 'mixed race children', 'moorland', 'murder-suicide', 'Mystery & Suspense', 'Mystery and detective stories', 'Mystery and Suspense', 'Mystery fiction', 'Nihilism', 'novel', 'oaks', 'opium', 'opium dens', 'pawnbrokers', 'penal labour', 'pennies', 'pince-nez glasses', 'pioneers', 'plumbers', 'poison', 'police', 'police inspectors', 'preparatory schools', 'prima donnas', 'prime ministers', 'private investigators', 'Private investigators in fiction', 'proofs', 'prospecting', 'race horses', 'ransoms', 'red hair', 'redundancy', 'revolvers', 'Rhodesian Police', 'riddles', 'Romani', 'rugby unions', 'Russians', 'sailing ships', 'scalpels', 'scholarship', 'school caps', 'Scottish Terriers', 'scrips', 'Second Anglo-Afghan War', 'secretaries of state', 'Short Stories', 'smoke bombs', 'snow', 'soft-point bullets', 'stick figures', 'stock market', 'study', 'substance abuse', 'substitution ciphers', 'tea plantations', 'telegraphy', 'tests', 'The Church of Jesus Christ and Latter-day Saints', 'thumbs', 'tobacco pipes', 'track spikes', 'traps', 'treasure', 'treaties', 'Trichinopoly cigars', 'tutors', 'wax sculptures', 'waylaying', 'weddings', 'whist', 'yellow fever', 'English fiction', 'British and irish fiction (fictional works by one author)', 'Holmes, sherlock (fictitious character), fiction', 'Fiction, mystery & detective, general', 'Private investigators, fiction', 'Sherlock Holmes (Fictitious character)', 'English literature', 'Fiction, mystery & detective, traditional', 'Fiction, mystery & detective, collections & anthologies', 'Watson, john h. (fictitious character), fiction', 'England, fiction', ""Children's fiction"", 'FICTION / Classics', 'FICTION / Mystery & Detective / Traditional British', 'Fiction, action & adventure', 'Fiction, mystery & detective, short stories', 'crime novel', 'English Civil War', 'mires', 'tors', 'tombs']","['Sherlock Holmes', 'John H. Watson', 'Mary Morstan', 'John Sholto', 'Jonathan Small', 'Mahomet Singh', 'Abdullah Khan', 'Dost Akbar', 'Toby', 'Tonga', 'Rajah', 'Mr. Sherman', 'Baker Street Irregulars', 'Bartholomew', 'Thaddeus Sholto', 'Captain Morstan', 'Enoch Drebber', 'Joseph Stangerson', 'Stamford', 'Gregson', 'Inspector G. Lestrade', 'Alice Charpentier', 'Constable Rance', 'Brigham Young', 'John Ferrier', 'Lucy', 'Wiggins', 'Jefferson Hope', 'Lord Bellinger', 'Trelawney Hope', 'Eduardo Lucas', 'Hilda Trelawney Hope', 'Eustace Brackenstall', 'Stanley Hopkins', 'Lady Brackenstall', 'Jack Croker', 'Cyril Overton', 'Godfrey Staunton', 'Lord Mount-James', 'Leslie Armstrong', 'Pompey', 'Willoughby Smith', 'Professor Coram', 'Anna Coram', 'Hilton Soames', 'Gilchrist', 'Daulat Ras', 'Miles McLaren', 'Charles Augustus Milverton', 'Eva Blackwell', 'Arthur Conan Doyle', 'Thorneycroft Huxtable', 'Lord Saltire', 'Duke of Holdernesse', 'Heidegger', 'James Wilder', 'Reuben Hayes', 'Violet Smith', 'Mr. Carruthers', 'Mr. Woodley', 'Ralph Smith', 'Cyril Morton', 'Hilton Cubitt', 'Elsie Patrick', 'Abe Slaney', 'John Hector McFarlane', 'Jonas Oldacre', 'Mr. Cornelius', 'James Moriarty', 'Ronald Adair', 'Earl of Maynooth', 'Sebastian Moran', 'Mycroft Holmes', 'Hall Pycroft', 'Arthur Pinner', 'Harry Pinner', 'Percy Phelps', 'Charles Gorot', 'Annie Harrison', 'Reginald Musgrave', 'Rachel Howells', 'Richard Brunton', 'King Charles I', 'King Charles II', 'Victor Trevor', 'Mr. Trevor', 'Hudson', 'Beddoes', 'James Armitage', 'Jack Prendergast', 'Grant Munro', 'Effie Munro', 'John Hebron', 'Lucy Hebron', 'Fitzroy Simpson', 'Silver Blaze', 'Colonel Ross', 'John Straker', 'Ned Hunter', 'William Derbyshire', 'Silas Brown', 'Inspector Gregory', 'Violet Hunter', 'Jephro Rucastle', 'Mr. Toller', 'Mrs. Toller', 'Alice Rucastle', 'Alexander Holder', 'Arthur Holder', 'Mary', 'George Burnwell', 'Hatty Doran', 'Lord St. Simon', 'Francis H. Moulton', 'Victor Hatherley', 'Lysander Stark', 'Countess of Morcar', 'John Horner', 'Peterson', 'Henry Baker', 'Breckinridge', 'Mrs Oakshott', 'Catherine Cusack', 'James Ryder', 'Mrs. Oakshott', 'Kate Whitney', 'Isa Whitney', 'Neville St. Clair', 'Hugh Boone', 'John Openshaw', 'Openshaw', 'Inspector Lestrade', 'John Turner', 'Alice Turner', 'Charles McCarthy', 'James McCarthy', 'Patience Moran', 'Ballarat Gang', 'Mary Sutherland', 'Hosmer Angel', 'James Windibank', 'Hafez', 'Horace', 'Jabez Wilson', 'Vincent Spaulding', 'Duncan Ross', 'Police Inspector Jones', 'Mr. Merryweather', 'John Clay', 'Archie', 'Wilhelm Gottsreich Sigismond von Ormstein', 'Clotilde Lothman von Saxe-Meiningen', 'Irene Adler', 'Godfrey Norton', 'John H. Watson (Fictitious character)', 'Mr. Sherlock Holmes (Fictional character)', 'Dr. Watson (Fictional character)', 'James Mortimer', 'Baskerville family', 'Charles Baskerville', 'Henry Baskerville', 'Barrymores', 'Selden', 'Jack Stapleton', 'Beryl Stapleton']","['1888', '1857', 'December 1878', '1882', '1878', '1881', '1847', '1894', '1894-1901', '1895', '19th century', '1889', '1890s', '1869', 'March 1883', '2 May 1883', '4 January 1885', 'March 1869', 'Reconstruction era', 'January/February 1883', 'January 1885']","['England', 'Inglaterra', 'India', 'Langham Hotel', 'London', 'Agra Fort', 'Buffs', 'Andaman Islands', 'Dartmoor Prison', 'University of London', 'Netley', 'Criterion Restaurant', '221B Baker Street', ""St. Bartholomew's"", 'Afghanistan', 'Scotland Yard', 'St. Petersburg', 'Russia', 'Copenhagen', 'Denmark; Paris', 'France', 'United States', 'Cleveland', 'Salt Lake Valley', 'Utah', 'Europe', ""Madame Charpentier's Boarding House"", 'Brixton Road', 'Whitehall Terrace', 'Paris', 'Abbey Grange', 'Chislehurst', 'Australia', 'New York', 'Trinity College', 'Cambridge', 'University of Oxford', 'Strand', 'Baker Street', 'Yoxley Old Place', 'Chatham', 'Kent', 'Siberia', 'Russian Embassy', ""St Luke's College"", 'South Africa', 'Hampstead', 'Priory School', 'Northern England', 'Fighting Cock Inn', 'Chesterfield', 'Farnham', 'Surrey', 'Charlington Hall', 'Coventry', 'Ridling Thorpe Manor', 'Norfolk', 'Chicago', 'Blackheath', 'Lower Norwood', 'Maynooth', '427 Park Lane', 'Kensington', 'Reichenbach Falls', 'Florence', 'Tibet', 'Lhasa', 'Persia', 'Mecca', 'Khartoum', 'Camden House', 'Montpellier', 'Birmingham', 'Lombard Street', 'Paddington district', 'Working', 'Foreign and Commonwealth Office', 'Briarbrae', 'Sussex', 'Wessex', 'Dartmoor', ""King's Pyland"", 'Norbury', 'America', 'Goldfields region of Victoria', 'Hampshire', 'Fordingbridge', 'Falmouth', 'Copper Beeches', 'Winchester', 'Streetham', 'Hyde Park', 'Serpentine', 'Alpha Inn', 'British Museum', 'Covent Garden', 'Brixton', 'Upper Swandam Lane', 'River Thames', 'Horsham', 'West Sussex', 'Florida', 'Pondicherry', 'Dundee', 'Georgia', 'Texas', 'Savannah', 'North Atlantic', 'Boscombe Valley', 'Herefordshire', 'Boscombe Pool', 'Hatherley Farm', 'Victoria', 'Ballarat', 'Leadenhall Street', 'Bohemia', 'Scandinavia', 'Warsaw', 'Church of St. Monica', 'Edgware Road', 'Charing Cross railway station', 'Devon (England)', 'Canada', 'Dartmoor (England)', 'London (England)', 'Baskerville Hall']"
